line_no,frame_index,event,rnti,lcid,source_node,target_node,request_id,sn,fi,size,harq_id,bwp_id,layer,vr_ur,vr_uh,timestamp,area_id,upload_type,plan_index,pkt_id,matched
3584,0,RX,12,5,21,12,4,17,2,34,,,,,,000060,,member_to_leader,4,4,1
3589,0,RX,17,5,14,17,1,24,3,400,,,,,,000060,,member_to_leader,1,1,1
3596,0,TX,14,5,14,17,1,26,3,400,5,0,0,,,000060,,member_to_leader,1,1,1
3600,0,TX,5,5,5,16,7,33,2,66,1,0,0,,,000060,,member_to_leader,7,7,1
3621,0,RX,9,5,14,9,2,25,3,400,,,,,,000060,,member_to_leader,2,2,1
3627,0,TX,14,5,14,9,2,27,3,400,6,0,0,,,000060,,member_to_leader,2,2,1
3666,0,RX,17,5,14,17,1,25,3,400,,,,,,000060,,member_to_leader,1,1,1
3674,0,TX,14,5,14,17,1,27,3,400,7,0,0,,,000060,,member_to_leader,1,1,1
3695,0,RX,9,5,14,9,2,26,3,400,,,,,,000060,,member_to_leader,2,2,1
3696,0,RX,16,5,5,16,7,33,2,66,,,,,,000060,,member_to_leader,7,7,1
3707,0,TX,14,5,14,9,2,28,3,400,8,0,0,,,000060,,member_to_leader,2,2,1
