scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,max_senders_per_receiver,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000134,11,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;11;19,11;2;19,2;19,"{""2"": 49, ""19"": 57}","{""2"": 2406, ""11"": 4909, ""19"": 4813}",115504,42.82981090100111,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>11:0;19>11:1,,19,43,
2026_07_15_01_26_56,000134,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,9;10;13;14,13;14;10,14;10,"{""10"": 53, ""14"": 57}","{""10"": 4910, ""13"": 4701, ""14"": 4836}",155936,43.69299221357063,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:9;14>13:8,,15,28,
2026_07_15_01_26_56,000134,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15;6,6,"{""6"": 58}","{""6"": 4721, ""15"": 4817}",75536,42.011123470522804,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],6>15:7,,18,25,
2026_07_15_01_26_56,000134,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 61, ""16"": 53}","{""3"": 4954, ""16"": 3170, ""17"": 5034}",129984,44.0845383759733,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,9,18,
2026_07_15_01_26_56,000134,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;20,20;5,5,"{""5"": 54}","{""5"": 1630, ""20"": 4905}",26080,14.505005561735262,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:6,,19,27,
2026_07_15_01_26_56,000136,2,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,2;6;15,2;6;15,6;15,"{""6"": 61, ""15"": 50}","{""2"": 4856, ""6"": 4740, ""15"": 4788}",152448,42.607341490545046,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],6>2:4;15>2:5,,25,38,
2026_07_15_01_26_56,000136,11,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;8;11;19,11;19;1,19;1,"{""1"": 43, ""19"": 57}","{""1"": 4685, ""11"": 4911, ""19"": 4814}",151984,42.83870967741935,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],1>11:1;19>11:0,,23,36,
2026_07_15_01_26_56,000136,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 55, ""7"": 58}","{""4"": 4745, ""7"": 4882, ""12"": 5003}",154032,43.44382647385984,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,24,39,
2026_07_15_01_26_56,000136,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,9;10;13;14,13;14,14,"{""14"": 61}","{""13"": 4710, ""14"": 4805}",76880,42.75862068965517,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],14>13:9,,0,7,
2026_07_15_01_26_56,000136,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 61, ""16"": 54}","{""3"": 4982, ""16"": 3134, ""17"": 5030}",129856,44.33370411568409,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,11,18,
2026_07_15_01_26_56,000136,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;20,20;5,5,"{""5"": 54}","{""5"": 1637, ""20"": 4909}",26192,14.567296996662959,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:8,,21,27,
2026_07_15_01_26_56,000138,2,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,2;6;15,2;6;15,6;15,"{""6"": 61, ""15"": 51}","{""2"": 4857, ""6"": 4715, ""15"": 4786}",152016,42.58954393770856,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],6>2:4;15>2:5,,25,38,
2026_07_15_01_26_56,000138,11,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;8;11;19,11;19;1,19;1,"{""1"": 43, ""19"": 57}","{""1"": 4683, ""11"": 4909, ""19"": 4811}",151904,42.812013348164626,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],1>11:1;19>11:0,,22,37,
2026_07_15_01_26_56,000138,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 54, ""7"": 58}","{""4"": 4750, ""7"": 4883, ""12"": 4989}",154128,43.452725250278085,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,22,39,
2026_07_15_01_26_56,000138,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,9;10;13;14,13;14,14,"{""14"": 60}","{""13"": 4698, ""14"": 4814}",77024,42.83870967741935,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],14>13:9,,0,7,
2026_07_15_01_26_56,000138,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 62, ""16"": 53}","{""3"": 4974, ""16"": 3123, ""17"": 5027}",129552,44.26251390433816,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,8,18,
2026_07_15_01_26_56,000138,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;20,20;5,5,"{""5"": 52}","{""5"": 1639, ""20"": 4910}",26224,14.585094549499445,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:8,,20,27,
2026_07_15_01_26_56,000140,4,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;8;12,4;12;7,12;7,"{""7"": 55, ""12"": 53}","{""4"": 4847, ""7"": 4767, ""12"": 4888}",154480,43.4972191323693,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],7>4:5;12>4:4,,22,39,
2026_07_15_01_26_56,000140,11,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;11;19,11;2;19,2;19,"{""2"": 50, ""19"": 57}","{""2"": 2408, ""11"": 4910, ""19"": 4811}",115504,42.812013348164626,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>11:0;19>11:1,,22,42,
2026_07_15_01_26_56,000140,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,9;10;13;14,13;14;10,14;10,"{""10"": 52, ""14"": 60}","{""10"": 4909, ""13"": 4683, ""14"": 4821}",155680,43.68409343715239,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:9;14>13:8,,13,27,
2026_07_15_01_26_56,000140,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15;6,6,"{""6"": 61}","{""6"": 4703, ""15"": 4825}",75248,41.850945494994434,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],6>15:7,,17,24,
2026_07_15_01_26_56,000140,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 61, ""16"": 54}","{""3"": 4980, ""16"": 3116, ""17"": 5029}",129536,44.31590656284761,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,11,18,
2026_07_15_01_26_56,000140,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;20,20;5,5,"{""5"": 53}","{""5"": 1652, ""20"": 4909}",26432,14.700778642936596,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:6,,19,26,
