scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000082,12,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,4;7;12,12;4;7,4;7,"{""4"": 55, ""7"": 58}","{""4"": 3377, ""7"": 4888, ""12"": 4915}",132240,,4;7,23,42,
2026_07_15_01_26_56,000082,13,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,10;13;14;19,13;10;19;14,10;19;14,"{""10"": 39, ""14"": 39, ""19"": 39}","{""10"": 3492, ""13"": 4801, ""14"": 3831, ""19"": 1006}",133264,,10;19;14,10,32,
2026_07_15_01_26_56,000082,15,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 56}","{""6"": 4527, ""15"": 4758}",72432,,6,16,18,
2026_07_15_01_26_56,000082,17,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,3;16;17;18,17;18;16;3,18;16;3,"{""3"": 39, ""16"": 39, ""18"": 39}","{""3"": 3440, ""16"": 3051, ""17"": 4970, ""18"": 4471}",175392,,18;16;3,11,27,
2026_07_15_01_26_56,000082,20,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,5;9;20,20;9;5,9;5,"{""5"": 46, ""9"": 50}","{""5"": 1439, ""9"": 4807, ""20"": 4906}",99936,,9;5,21,30,
2026_07_15_01_26_56,000084,1,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;2;11,8;2;11,"{""2"": 39, ""8"": 39, ""11"": 39}","{""1"": 4932, ""2"": 3739, ""8"": 4117, ""11"": 4028}",190144,,8;2;11,27,45,
2026_07_15_01_26_56,000084,12,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,4;7;12,12;4;7,4;7,"{""4"": 55, ""7"": 59}","{""4"": 3379, ""7"": 4797, ""12"": 4926}",130816,,4;7,23,41,
2026_07_15_01_26_56,000084,13,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,10;13;14;19,13;14;19;10,14;19;10,"{""10"": 39, ""14"": 39, ""19"": 39}","{""10"": 3100, ""13"": 4788, ""14"": 4057, ""19"": 1303}",135360,,14;19;10,11,33,
2026_07_15_01_26_56,000084,15,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 57}","{""6"": 4531, ""15"": 4766}",72496,,6,15,18,
2026_07_15_01_26_56,000084,17,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,3;16;17;18,17;18;3;16,18;3;16,"{""3"": 39, ""16"": 39, ""18"": 39}","{""3"": 3040, ""16"": 4088, ""17"": 4976, ""18"": 4252}",182080,,18;3;16,13,27,
2026_07_15_01_26_56,000084,20,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,5;9;20,20;5;9,5;9,"{""5"": 46, ""9"": 50}","{""5"": 1455, ""9"": 4806, ""20"": 4904}",100176,,5;9,22,30,
2026_07_15_01_26_56,000086,1,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;11;2,8;11;2,"{""2"": 39, ""8"": 39, ""11"": 39}","{""1"": 4932, ""2"": 1538, ""8"": 4166, ""11"": 4054}",156128,,8;11;2,24,46,
2026_07_15_01_26_56,000086,12,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,4;7;12,12;4;7,4;7,"{""4"": 56, ""7"": 59}","{""4"": 3290, ""7"": 4897, ""12"": 4938}",130992,,4;7,27,43,
2026_07_15_01_26_56,000086,13,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,10;13;14;19,13;19;10;14,19;10;14,"{""10"": 39, ""14"": 39, ""19"": 39}","{""10"": 3495, ""13"": 4773, ""14"": 2401, ""19"": 1083}",111664,,19;10;14,13,33,
2026_07_15_01_26_56,000086,15,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 55}","{""6"": 4529, ""15"": 4762}",72464,,6,16,19,
2026_07_15_01_26_56,000086,17,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,3;16;17;18,17;18;16;3,18;16;3,"{""3"": 39, ""16"": 39, ""18"": 39}","{""3"": 3249, ""16"": 3770, ""17"": 4971, ""18"": 4445}",183424,,18;16;3,11,26,
2026_07_15_01_26_56,000086,20,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,5;9;20,20;5;9,5;9,"{""5"": 46, ""9"": 49}","{""5"": 1439, ""9"": 4806, ""20"": 4905}",99920,,5;9,20,30,
2026_07_15_01_26_56,000088,1,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,1;2;8;11,1;11;8;2,11;8;2,"{""2"": 39, ""8"": 39, ""11"": 39}","{""1"": 4930, ""2"": 3560, ""8"": 4276, ""11"": 3059}",174320,,11;8;2,24,46,
2026_07_15_01_26_56,000088,12,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,4;7;12,12;4;7,4;7,"{""4"": 54, ""7"": 59}","{""4"": 3286, ""7"": 4887, ""12"": 4937}",130768,,4;7,25,43,
2026_07_15_01_26_56,000088,13,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,10;13;14;19,13;14;10;19,14;10;19,"{""10"": 39, ""14"": 39, ""19"": 39}","{""10"": 3135, ""13"": 4764, ""14"": 3846, ""19"": 814}",124720,,14;10;19,12,31,
2026_07_15_01_26_56,000088,15,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 56}","{""6"": 4493, ""15"": 4772}",71888,,6,15,19,
2026_07_15_01_26_56,000088,17,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,3;16;17;18,17;3;18;16,3;18;16,"{""3"": 39, ""16"": 39, ""18"": 39}","{""3"": 3609, ""16"": 2468, ""17"": 4985, ""18"": 4599}",170816,,3;18;16,12,26,
2026_07_15_01_26_56,000088,20,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,5;9;20,20;5;9,5;9,"{""5"": 48, ""9"": 49}","{""5"": 1470, ""9"": 4808, ""20"": 4903}",100448,,5;9,22,31,
