scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000082,13,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,10;13;14;19,13;10;19;9,10;19;9,"{""9"": 39, ""10"": 39, ""19"": 39}","{""9"": 3770, ""10"": 4805, ""13"": 4801, ""19"": 1533}",161728,,10;19;9,12,35,
2026_07_15_01_26_56,000082,15,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 56}","{""6"": 4527, ""15"": 4758}",72432,,6,16,18,
2026_07_15_01_26_56,000082,17,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,3;16;17;18,17;16;3,16;3,"{""3"": 58, ""16"": 56}","{""3"": 4017, ""16"": 4869, ""17"": 4970}",142176,,16;3,12,26,
2026_07_15_01_26_56,000082,20,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,5;9;20,20;5,5,"{""5"": 46}","{""5"": 1439, ""20"": 4906}",23024,,5,20,26,
2026_07_15_01_26_56,000084,1,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;11;4,8;11;4,"{""4"": 39, ""8"": 39, ""11"": 39}","{""1"": 4932, ""4"": 4766, ""8"": 4386, ""11"": 4536}",219008,,8;11;4,32,46,
2026_07_15_01_26_56,000084,12,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,4;7;12,12;7,7,"{""7"": 60}","{""7"": 4892, ""12"": 4926}",78272,,7,18,29,
2026_07_15_01_26_56,000084,13,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,10;13;14;19,13;10;19;9,10;19;9,"{""9"": 39, ""10"": 39, ""19"": 39}","{""9"": 3767, ""10"": 4805, ""13"": 4788, ""19"": 1538}",161760,,10;19;9,12,36,
2026_07_15_01_26_56,000084,15,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 57}","{""6"": 4531, ""15"": 4766}",72496,,6,15,18,
2026_07_15_01_26_56,000084,17,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,3;16;17;18,17;16;3,16;3,"{""3"": 59, ""16"": 49}","{""3"": 4084, ""16"": 4873, ""17"": 4976}",143312,,16;3,14,26,
2026_07_15_01_26_56,000084,20,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,5;9;20,20;5,5,"{""5"": 46}","{""5"": 1455, ""20"": 4904}",23280,,5,19,26,
2026_07_15_01_26_56,000086,1,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;11;4,8;11;4,"{""4"": 39, ""8"": 39, ""11"": 39}","{""1"": 4932, ""4"": 4764, ""8"": 4387, ""11"": 4533}",218944,,8;11;4,33,46,
2026_07_15_01_26_56,000086,12,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,4;7;12,12;7,7,"{""7"": 59}","{""7"": 4897, ""12"": 4938}",78352,,7,21,32,
2026_07_15_01_26_56,000086,13,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,10;13;14;19,13;10;19;9,10;19;9,"{""9"": 39, ""10"": 39, ""19"": 39}","{""9"": 3767, ""10"": 4807, ""13"": 4773, ""19"": 1535}",161744,,10;19;9,14,35,
2026_07_15_01_26_56,000086,15,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 55}","{""6"": 4529, ""15"": 4762}",72464,,6,16,19,
2026_07_15_01_26_56,000086,17,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,3;16;17;18,17;16;3,16;3,"{""3"": 59, ""16"": 51}","{""3"": 4138, ""16"": 4874, ""17"": 4971}",144192,,16;3,13,25,
2026_07_15_01_26_56,000086,20,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,5;9;20,20;5,5,"{""5"": 46}","{""5"": 1439, ""20"": 4905}",23024,,5,18,26,
2026_07_15_01_26_56,000088,1,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;11;4,8;11;4,"{""4"": 39, ""8"": 39, ""11"": 39}","{""1"": 4930, ""4"": 4762, ""8"": 4387, ""11"": 4532}",218896,,8;11;4,33,46,
2026_07_15_01_26_56,000088,12,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,4;7;12,12;7,7,"{""7"": 60}","{""7"": 4897, ""12"": 4937}",78352,,7,22,32,
2026_07_15_01_26_56,000088,13,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,10;13;14;19,13;10;19;9,10;19;9,"{""9"": 39, ""10"": 39, ""19"": 39}","{""9"": 3770, ""10"": 4804, ""13"": 4764, ""19"": 1536}",161760,,10;19;9,16,35,
2026_07_15_01_26_56,000088,15,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 56}","{""6"": 4493, ""15"": 4772}",71888,,6,15,19,
2026_07_15_01_26_56,000088,17,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,3;16;17;18,17;16;3,16;3,"{""3"": 59, ""16"": 54}","{""3"": 4163, ""16"": 4894, ""17"": 4985}",144912,,16;3,15,25,
2026_07_15_01_26_56,000088,20,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,5;9;20,20;5,5,"{""5"": 48}","{""5"": 1470, ""20"": 4903}",23520,,5,17,27,
2026_07_15_01_26_56,000090,1,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;11;4,8;11;4,"{""4"": 39, ""8"": 39, ""11"": 39}","{""1"": 4930, ""4"": 4761, ""8"": 4389, ""11"": 4525}",218800,,8;11;4,33,46,
2026_07_15_01_26_56,000090,12,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,4;7;12,12;7,7,"{""7"": 60}","{""7"": 4905, ""12"": 4954}",78480,,7,19,30,
2026_07_15_01_26_56,000090,13,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,10;13;14;19,13;10;19;9,10;19;9,"{""9"": 39, ""10"": 39, ""19"": 39}","{""9"": 3769, ""10"": 4803, ""13"": 4769, ""19"": 1526}",161568,,10;19;9,16,36,
2026_07_15_01_26_56,000090,15,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 56}","{""6"": 4471, ""15"": 4768}",71536,,6,15,19,
2026_07_15_01_26_56,000090,17,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,3;16;17;18,17;16;3,16;3,"{""3"": 59, ""16"": 56}","{""3"": 4194, ""16"": 4893, ""17"": 5007}",145392,,16;3,14,25,
2026_07_15_01_26_56,000090,20,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,5;9;20,20;5,5,"{""5"": 47}","{""5"": 1458, ""20"": 4905}",23328,,5,20,27,
2026_07_15_01_26_56,000092,1,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;11;4,8;11;4,"{""4"": 39, ""8"": 39, ""11"": 39}","{""1"": 4928, ""4"": 4762, ""8"": 4388, ""11"": 4525}",218800,,8;11;4,30,45,
2026_07_15_01_26_56,000092,12,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,4;7;12,12;7,7,"{""7"": 59}","{""7"": 4901, ""12"": 4963}",78416,,7,20,28,
2026_07_15_01_26_56,000092,13,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,10;13;14;19,13;10;19;9,10;19;9,"{""9"": 39, ""10"": 39, ""19"": 39}","{""9"": 3676, ""10"": 4751, ""13"": 4781, ""19"": 1405}",157312,,10;19;9,14,36,
