line_no,channel,status,tx_rnti,dst_l2_id,harq_id,tb_size,tbler,sinr_avg,sinr_min,reason,frame,subframe,slot
1066,PSCCH,FAIL,20,2,,,1,0.00720263,0.00538787,decoded_overlap,10,4,1
1068,PSCCH,OK,4,1,,,0,2.5612,2.31219,,10,4,1
1070,PSCCH,FAIL,2,1,,,1,0.167939,0.161443,decoded_overlap,10,4,1
1072,PSCCH,FAIL,20,2,,,1,0.159252,0.154001,decoded_overlap,10,4,1
1074,PSCCH,OK,20,2,,,0.0015,1.3422,1.32223,,10,4,1
1076,PSCCH,FAIL,4,1,,,1,0.43867,0.435327,decoded_overlap,10,4,1
1078,PSCCH,FAIL,2,1,,,1,0.139,0.137487,decoded_overlap,10,4,1
1080,PSCCH,OK,20,2,,,0.0015,1.11659,1.01707,,10,4,1
1082,PSCCH,FAIL,4,1,,,0.687838,0.837066,0.780271,decoded_overlap,10,4,1
1084,PSCCH,FAIL,2,1,,,1,0.0177166,0.0143462,decoded_overlap,10,4,1
1086,PSCCH,OK,4,1,,,0.0015,1.39544,1.36193,,10,4,1
1088,PSCCH,FAIL,20,2,,,1,0.552055,0.534967,decoded_overlap,10,4,1
1090,PSCCH,FAIL,2,1,,,1,0.0659076,0.0645019,decoded_overlap,10,4,1
1092,PSCCH,OK,20,2,,,0,1.91235,1.87459,,10,4,1
1094,PSCCH,FAIL,4,1,,,1,0.348529,0.328136,decoded_overlap,10,4,1
1096,PSCCH,FAIL,2,1,,,1,0.0929174,0.0858505,decoded_overlap,10,4,1
1098,PSCCH,OK,20,2,,,0,2.16046,1.91589,,10,4,1
1100,PSCCH,FAIL,2,1,,,1,0.264222,0.247316,decoded_overlap,10,4,1
1102,PSCCH,FAIL,4,1,,,1,0.121039,0.109771,decoded_overlap,10,4,1
1104,PSCCH,FAIL,20,2,,,0.967105,0.671578,0.612924,error_model,10,4,1
1106,PSCCH,FAIL,4,1,,,1,0.473682,0.432011,error_model,10,4,1
1108,PSCCH,FAIL,2,1,,,1,0.384734,0.345677,error_model,10,4,1
1110,PSCCH,OK,2,1,,,0.0015,1.28202,1.21674,,10,4,1
1112,PSCCH,FAIL,4,1,,,0.687838,0.775822,0.732189,decoded_overlap,10,4,1
1114,PSCCH,FAIL,20,2,,,1,0.00161964,0.00159018,decoded_overlap,10,4,1
1116,PSSCH,FAIL,2,1,2,4069,1,16.1338,13.104,decode_fail,,,
1121,PSCCH,OK,14,17,,,0,25580.4,23701.9,,10,5,0
1126,PSCCH,OK,14,17,,,0,56200.9,56115.6,,10,5,0
1131,PSCCH,OK,14,17,,,0,34411.2,33992.3,,10,5,0
1136,PSCCH,OK,14,17,,,0,12209.5,11875.4,,10,5,0
1141,PSCCH,OK,14,17,,,0,84189.1,82828.7,,10,5,0
1146,PSCCH,OK,14,17,,,0,618.752,495.794,,10,5,0
1151,PSCCH,OK,14,17,,,0,4901.48,4880.03,,10,5,0
1156,PSCCH,OK,14,17,,,0,1210210.0,1025790.0,,10,5,0
1161,PSCCH,OK,14,17,,,0,123138,118918,,10,5,0
1166,PSCCH,OK,14,17,,,0,11434.3,11333.2,,10,5,0
1171,PSCCH,OK,14,17,,,0,79790.3,74687.5,,10,5,0
1176,PSCCH,OK,14,17,,,0,51359.3,51047.4,,10,5,0
1181,PSCCH,OK,14,17,,,0,103276,100048,,10,5,0
1186,PSCCH,OK,14,17,,,0,333303,322390,,10,5,0
1191,PSCCH,OK,14,17,,,0,92.4916,82.4791,,10,5,0
1196,PSCCH,OK,14,17,,,0,228257,227698,,10,5,0
1201,PSCCH,OK,14,17,,,0,64668.2,63880.8,,10,5,0
1206,PSSCH,FAIL,2,1,3,2083,1,3.41501,1.21244,decode_fail,,,
1208,PSSCH,FAIL,21,3,0,3155,1,14.5188,6.72208,decode_fail,,,
1210,PSSCH,FAIL,13,,,,,,,decode_fail,,,
1218,PSCCH,FAIL,16,1,,,0.687838,0.749241,0.655659,decoded_overlap,10,5,1
1223,PSCCH,FAIL,16,1,,,1,0.360227,0.349527,decoded_overlap,10,5,1
1229,PSCCH,FAIL,16,1,,,1,0.0120748,0.0119655,decoded_overlap,10,5,1
1232,PSCCH,OK,16,1,,,0,2.92046,2.81279,,10,5,1
1238,PSCCH,FAIL,16,1,,,1,0.00943758,0.00860026,decoded_overlap,10,5,1
1244,PSCCH,FAIL,16,1,,,1,0.0383054,0.0376675,decoded_overlap,10,5,1
1249,PSCCH,FAIL,16,1,,,1,0.0819958,0.0678862,decoded_overlap,10,5,1
1252,PSCCH,OK,16,1,,,0,1.68397,1.64442,,10,5,1
1258,PSCCH,FAIL,16,1,,,1,0.356418,0.321817,decoded_overlap,10,5,1
1264,PSCCH,FAIL,16,1,,,1,0.120472,0.108447,decoded_overlap,10,5,1
1269,PSCCH,FAIL,16,1,,,1,0.0287702,0.0216435,decoded_overlap,10,5,1
1272,PSCCH,OK,16,1,,,0,1.98067,1.84874,,10,5,1
1279,PSCCH,FAIL,16,1,,,1,0.0650294,0.0630562,decoded_overlap,10,5,1
1284,PSCCH,FAIL,16,1,,,1,0.00957304,0.00948537,decoded_overlap,10,5,1
1288,PSCCH,FAIL,16,1,,,1,0.459146,0.359206,decoded_overlap,10,5,1
1292,PSCCH,OK,16,1,,,0,23.4569,20.5271,,10,5,1
1298,PSCCH,FAIL,16,1,,,1,0.240315,0.235785,decoded_overlap,10,5,1
1303,PSSCH,FAIL,20,1,2,2083,1,1.41961,0.488791,decode_fail,,,
1305,PSCCH,OK,3,1,,,0,2.17198,2.07835,,10,6,0
1307,PSCCH,FAIL,16,1,,,1,0.315963,0.297664,decoded_overlap,10,6,0
1309,PSCCH,FAIL,19,1,,,1,0.081551,0.0765496,decoded_overlap,10,6,0
1311,PSCCH,OK,3,1,,,0,2.21608,2.21164,,10,6,0
1313,PSCCH,FAIL,16,1,,,1,0.317766,0.302484,decoded_overlap,10,6,0
1315,PSCCH,FAIL,19,1,,,1,0.0750955,0.0668163,decoded_overlap,10,6,0
1317,PSCCH,OK,16,1,,,0,2.75944,2.74907,,10,6,0
1319,PSCCH,FAIL,3,1,,,1,0.326613,0.324828,decoded_overlap,10,6,0
1321,PSCCH,FAIL,19,1,,,1,0.0201951,0.0198218,decoded_overlap,10,6,0
