line_no,frame_index,event,rnti,lcid,source_node,target_node,request_id,sn,fi,size,harq_id,bwp_id,layer,vr_ur,vr_uh,timestamp,area_id,upload_type,plan_index,pkt_id,matched
2581,2,TX,5,5,5,16,2,19,3,400,3,0,0,,,000064,11_8,member_to_leader,94,94,1
2585,2,TX,14,5,14,17,1,14,3,400,4,0,0,,,000064,12_9,member_to_leader,93,93,1
2589,2,TX,21,5,21,12,3,14,3,400,4,0,0,,,000064,15_2,member_to_leader,95,95,1
2644,2,RX,12,5,21,12,3,11,3,400,,,,,,000064,15_2,member_to_leader,95,95,1
2645,2,RX,16,5,5,16,2,17,3,400,,,,,,000064,11_8,member_to_leader,94,94,1
2646,2,RX,17,5,14,17,1,11,3,400,,,,,,000064,12_9,member_to_leader,93,93,1
2658,2,TX,5,5,5,16,2,20,3,400,4,0,0,,,000064,11_8,member_to_leader,94,94,1
2662,2,TX,14,5,14,17,1,15,3,400,5,0,0,,,000064,12_9,member_to_leader,93,93,1
2666,2,TX,21,5,21,12,3,15,3,400,5,0,0,,,000064,15_2,member_to_leader,95,95,1
2760,0,RX,12,5,21,12,3,12,3,400,,,,,,000060,11_8,member_to_leader,3,3,1
2761,0,RX,16,5,5,16,2,18,3,400,,,,,,000060,16_8,member_to_leader,2,2,1
2762,0,RX,17,5,14,17,1,12,3,400,,,,,,000060,12_9,member_to_leader,1,1,1
2775,0,TX,5,5,5,1,33,0,1,400,6,0,0,,,000060,16_4,leader_to_rsu,33,33,1
2776,0,TX,5,5,5,16,2,21,3,400,5,0,0,,,000060,16_8,member_to_leader,2,2,1
2780,0,TX,14,5,14,17,1,16,3,400,6,0,0,,,000060,12_9,member_to_leader,1,1,1
2784,0,TX,21,5,21,12,3,16,3,3,6,0,0,,,000060,11_8,member_to_leader,3,3,1
2790,0,TX,19,5,19,1,26,6,3,400,13,0,0,,,000060,14_10,leader_to_rsu,26,26,1
2796,0,TX,3,5,3,1,17,6,3,400,12,0,0,,,000060,11_4,leader_to_rsu,17,17,1
2802,0,TX,2,5,2,1,25,6,3,400,11,0,0,,,000060,14_1,leader_to_rsu,25,25,1
