line_no,channel,status,tx_rnti,dst_l2_id,harq_id,tb_size,tbler,sinr_avg,sinr_min,reason,frame,subframe,slot
13296,PSSCH,OK,20,1,1,400,0,-nan,100000000000.0,,,,
13298,PSSCH,OK,4,1,0,400,0,-nan,100000000000.0,,,,
13300,PSSCH,OK,16,1,1,400,0,-nan,100000000000.0,,,,
13302,PSSCH,OK,3,1,4,400,0,-nan,100000000000.0,,,,
13304,PSSCH,OK,2,1,15,400,0,-nan,100000000000.0,,,,
13306,PSSCH,OK,19,1,7,400,0,-nan,100000000000.0,,,,
13441,PSSCH,OK,5,1,0,400,0,-nan,100000000000.0,,,,
13443,PSSCH,OK,20,1,2,400,0,-nan,100000000000.0,,,,
13445,PSSCH,OK,4,1,1,400,0,-nan,100000000000.0,,,,
13447,PSSCH,OK,16,1,2,400,0,-nan,100000000000.0,,,,
13449,PSSCH,OK,3,1,5,400,0,-nan,100000000000.0,,,,
13451,PSSCH,OK,2,1,0,400,0,-nan,100000000000.0,,,,
13453,PSSCH,OK,19,1,8,400,0,-nan,100000000000.0,,,,
13588,PSSCH,OK,5,1,1,400,0,-nan,100000000000.0,,,,
13590,PSSCH,OK,20,1,3,400,0,-nan,100000000000.0,,,,
13592,PSSCH,OK,4,1,2,400,0,-nan,100000000000.0,,,,
13594,PSSCH,OK,16,1,3,400,0,-nan,100000000000.0,,,,
13596,PSSCH,OK,3,1,6,400,0,-nan,100000000000.0,,,,
13598,PSSCH,OK,2,1,1,400,0,-nan,100000000000.0,,,,
13600,PSSCH,OK,19,1,9,400,0,-nan,100000000000.0,,,,
13735,PSSCH,OK,5,1,2,400,0,-nan,100000000000.0,,,,
13737,PSSCH,OK,20,1,4,400,0,-nan,100000000000.0,,,,
13739,PSSCH,OK,4,1,3,400,0,-nan,100000000000.0,,,,
13741,PSSCH,OK,16,1,4,400,0,-nan,100000000000.0,,,,
13743,PSSCH,OK,3,1,7,400,0,-nan,100000000000.0,,,,
13745,PSSCH,OK,2,1,2,400,0,-nan,100000000000.0,,,,
13747,PSSCH,OK,19,1,10,400,0,-nan,100000000000.0,,,,
13854,PSSCH,OK,5,1,3,95,0,-nan,100000000000.0,,,,
13856,PSSCH,OK,20,1,5,95,0,-nan,100000000000.0,,,,
13858,PSSCH,OK,4,1,4,95,0,-nan,100000000000.0,,,,
13860,PSSCH,OK,16,1,5,95,0,-nan,100000000000.0,,,,
13862,PSSCH,OK,3,1,8,95,0,-nan,100000000000.0,,,,
13864,PSSCH,OK,2,1,3,95,0,-nan,100000000000.0,,,,
13866,PSSCH,OK,19,1,11,95,0,-nan,100000000000.0,,,,
14012,PSSCH,OK,5,1,4,400,0,-nan,100000000000.0,,,,
14014,PSSCH,OK,16,1,6,400,0,-nan,100000000000.0,,,,
14016,PSSCH,OK,3,1,9,400,0,-nan,100000000000.0,,,,
14018,PSSCH,OK,19,1,12,400,0,-nan,100000000000.0,,,,
14108,PSSCH,OK,5,1,5,400,0,-nan,100000000000.0,,,,
14110,PSSCH,OK,16,1,7,400,0,-nan,100000000000.0,,,,
14112,PSSCH,OK,3,1,10,400,0,-nan,100000000000.0,,,,
14114,PSSCH,OK,19,1,13,400,0,-nan,100000000000.0,,,,
14204,PSSCH,OK,5,1,6,400,0,-nan,100000000000.0,,,,
14206,PSSCH,OK,16,1,8,400,0,-nan,100000000000.0,,,,
14208,PSSCH,OK,3,1,11,400,0,-nan,100000000000.0,,,,
14210,PSSCH,OK,19,1,14,400,0,-nan,100000000000.0,,,,
14300,PSSCH,OK,5,1,7,400,0,-nan,100000000000.0,,,,
14302,PSSCH,OK,16,1,9,400,0,-nan,100000000000.0,,,,
14304,PSSCH,OK,3,1,12,400,0,-nan,100000000000.0,,,,
14306,PSSCH,OK,19,1,15,400,0,-nan,100000000000.0,,,,
14408,PSSCH,OK,5,1,8,400,0,-nan,100000000000.0,,,,
14410,PSSCH,OK,16,1,10,400,0,-nan,100000000000.0,,,,
14412,PSSCH,OK,3,1,13,400,0,-nan,100000000000.0,,,,
14414,PSSCH,OK,19,1,0,400,0,-nan,100000000000.0,,,,
14518,PSSCH,OK,20,1,6,12,0.0005,-nan,100000000000.0,,,,
14520,PSSCH,OK,5,1,9,95,0,-nan,100000000000.0,,,,
14522,PSSCH,OK,16,1,11,95,0,-nan,100000000000.0,,,,
14524,PSSCH,OK,3,1,14,95,0,-nan,100000000000.0,,,,
14526,PSSCH,OK,19,1,1,95,0,-nan,100000000000.0,,,,
14612,PSSCH,OK,16,1,12,400,0,-nan,100000000000.0,,,,
14614,PSSCH,OK,5,1,10,400,0,-nan,100000000000.0,,,,
14664,PSSCH,OK,16,1,13,400,0,-nan,100000000000.0,,,,
14666,PSSCH,OK,5,1,11,400,0,-nan,100000000000.0,,,,
14716,PSSCH,OK,16,1,14,400,0,-nan,100000000000.0,,,,
14718,PSSCH,OK,5,1,12,400,0,-nan,100000000000.0,,,,
14768,PSSCH,OK,16,1,15,400,0,-nan,100000000000.0,,,,
14770,PSSCH,OK,5,1,13,400,0,-nan,100000000000.0,,,,
14828,PSSCH,OK,16,1,0,400,0,-nan,100000000000.0,,,,
14830,PSSCH,OK,5,1,14,400,0,-nan,100000000000.0,,,,
14902,PSSCH,OK,16,1,1,95,0,-nan,100000000000.0,,,,
14904,PSSCH,OK,5,1,15,95,0,-nan,100000000000.0,,,,
14967,PSSCH,OK,16,1,2,12,0.0005,-nan,100000000000.0,,,,
14969,PSSCH,OK,5,1,0,12,0.0005,-nan,100000000000.0,,,,
15202,PSSCH,OK,13,,,,,,,,,,
